GEOID10,Sector,date,emissions
51445,nonroad,2015-02-04,9110.032348538669
51445,nonroad,2015-02-05,9110.032348538669
51445,nonroad,2015-02-06,9110.032348538669
51445,nonroad,2015-02-07,9110.032348538669
51445,nonroad,2015-02-08,9110.032348538669
51445,nonroad,2015-02-09,9110.032348538669
51445,nonroad,2015-02-10,9110.032348538669
51445,nonroad,2015-02-11,9110.032348538669
51445,nonroad,2015-02-12,9110.032348538669
51445,nonroad,2015-02-13,9110.032348538669
51445,nonroad,2015-02-14,9110.032348538669
51445,nonroad,2015-02-15,9110.032348538669
51445,nonroad,2015-02-16,9110.032348538669
51445,nonroad,2015-02-17,9110.032348538669
51445,nonroad,2015-02-18,9110.032348538669
51445,nonroad,2015-02-19,9110.032348538669
51445,nonroad,2015-02-20,9110.032348538669
51445,nonroad,2015-02-21,9110.032348538669
51445,nonroad,2015-02-22,9110.032348538669
51445,nonroad,2015-02-23,9110.032348538669
51445,nonroad,2015-02-24,10773.416815046348
51445,nonroad,2015-02-25,10810.216157712808
51445,nonroad,2015-02-26,10810.216157712808
51445,nonroad,2015-02-27,10810.216157712808
51445,nonroad,2015-02-28,10810.216157712808
51445,nonroad,2015-03-01,10810.216157712808
51445,nonroad,2015-03-02,10810.216157712808
51445,nonroad,2015-03-03,10810.216157712808
51445,nonroad,2015-03-04,10810.216157712808
51445,nonroad,2015-03-05,10810.216157712808
51445,nonroad,2015-03-06,10810.216157712808
51445,nonroad,2015-03-07,10810.216157712808
51445,nonroad,2015-03-08,10810.216157712808
51445,nonroad,2015-03-09,10810.216157712808
51445,nonroad,2015-03-10,10810.216157712808
51445,nonroad,2015-03-11,10810.216157712808
51445,nonroad,2015-03-12,10810.216157712808
51445,nonroad,2015-03-13,10810.216157712808
51445,nonroad,2015-03-14,10810.216157712808
51445,nonroad,2015-03-15,10810.216157712808
51445,nonroad,2015-03-16,10810.216157712808
51445,nonroad,2015-03-17,10810.216157712808
51445,nonroad,2015-03-18,10810.216157712808
51445,nonroad,2015-03-19,10810.216157712808
51445,nonroad,2015-03-20,10810.216157712808
51445,nonroad,2015-03-21,10810.216157712808
51445,nonroad,2015-03-22,10810.216157712808
51445,nonroad,2015-03-23,10810.216157712808
51445,nonroad,2015-03-24,10810.216157712808
51445,nonroad,2015-03-25,10810.216157712808
51445,nonroad,2015-03-26,10810.216157712808
51445,nonroad,2015-03-27,11162.729705504344
51445,nonroad,2015-03-28,11170.556696303242
51445,nonroad,2015-03-29,11170.556696303242
51445,nonroad,2015-03-30,11170.556696303242
51445,nonroad,2015-03-31,11170.556696303242
51445,nonroad,2015-04-01,11170.556696303242
51445,nonroad,2015-04-02,11170.556696303242
51445,nonroad,2015-04-03,11170.556696303242
51445,nonroad,2015-04-04,11170.556696303242
51445,nonroad,2015-04-05,11170.556696303242
51445,nonroad,2015-04-06,11170.556696303242
51445,nonroad,2015-04-07,11170.556696303242
51445,nonroad,2015-04-08,11170.556696303242
51445,nonroad,2015-04-09,11170.556696303242
51445,nonroad,2015-04-10,11170.556696303242
51445,nonroad,2015-04-11,11170.556696303242
51445,nonroad,2015-04-12,11170.556696303242
51445,nonroad,2015-04-13,11170.556696303242
51445,nonroad,2015-04-14,11170.556696303242
51445,nonroad,2015-04-15,11170.556696303242
51445,nonroad,2015-04-16,11170.556696303242
51445,nonroad,2015-04-17,11170.556696303242
51445,nonroad,2015-04-18,11170.556696303242
51445,nonroad,2015-04-19,11170.556696303242
51445,nonroad,2015-04-20,11170.556696303242
51445,nonroad,2015-04-21,11170.556696303242
51445,nonroad,2015-04-22,11170.556696303242
51445,nonroad,2015-04-23,11170.556696303242
51445,nonroad,2015-04-24,11170.556696303242
51445,nonroad,2015-04-25,11170.556696303242
51445,nonroad,2015-04-26,10818.043148511704
51445,nonroad,2015-04-27,10810.216157712808
51445,nonroad,2015-04-28,10810.216157712808
51445,nonroad,2015-04-29,10810.216157712808
51445,nonroad,2015-04-30,10810.216157712808
51445,nonroad,2015-05-01,10810.216157712808
51445,nonroad,2015-05-02,10810.216157712808
51445,nonroad,2015-05-03,10810.216157712808
51445,nonroad,2015-05-04,10810.216157712808
51445,nonroad,2015-05-05,10810.216157712808
51445,nonroad,2015-05-06,10810.216157712808
51445,nonroad,2015-05-07,10810.216157712808
51445,nonroad,2015-05-08,10810.216157712808
51445,nonroad,2015-05-09,10810.216157712808
51445,nonroad,2015-05-10,10810.216157712808
51445,nonroad,2015-05-11,10810.216157712808
51445,nonroad,2015-05-12,10810.216157712808
51445,nonroad,2015-05-13,10810.216157712808
51445,nonroad,2015-05-14,10810.216157712808
51445,nonroad,2015-05-15,10810.216157712808
51445,nonroad,2015-05-16,10810.216157712808
51445,nonroad,2015-05-17,10810.216157712808
51445,nonroad,2015-05-18,10810.216157712808
51445,nonroad,2015-05-19,10810.216157712808
51445,nonroad,2015-05-20,10810.216157712808
51445,nonroad,2015-05-21,10810.216157712808
51445,nonroad,2015-05-22,10810.216157712808
51445,nonroad,2015-05-23,10810.216157712808
51445,nonroad,2015-05-24,10810.216157712808
51445,nonroad,2015-05-25,10810.216157712808
51445,nonroad,2015-05-26,10810.216157712808
51445,nonroad,2015-05-27,13856.005854623714
51445,nonroad,2015-05-28,13923.525258895696
51445,nonroad,2015-05-29,13923.525258895696
51445,nonroad,2015-05-30,13923.525258895696
51445,nonroad,2015-05-31,13923.525258895696
51445,nonroad,2015-06-01,13923.525258895696
51445,nonroad,2015-06-02,13923.525258895696
51445,nonroad,2015-06-03,13923.525258895696
51445,nonroad,2015-06-04,13923.525258895696
51445,nonroad,2015-06-05,13923.525258895696
51445,nonroad,2015-06-06,13923.525258895696
51445,nonroad,2015-06-07,13923.525258895696
51445,nonroad,2015-06-08,13923.525258895696
51445,nonroad,2015-06-09,13923.525258895696
51445,nonroad,2015-06-10,13923.525258895696
51445,nonroad,2015-06-11,13923.525258895696
51445,nonroad,2015-06-12,13923.525258895696
51445,nonroad,2015-06-13,13923.525258895696
51445,nonroad,2015-06-14,13923.525258895696
51445,nonroad,2015-06-15,13923.525258895696
51445,nonroad,2015-06-16,13923.525258895696
51445,nonroad,2015-06-17,13923.525258895696
51445,nonroad,2015-06-18,13923.525258895696
51445,nonroad,2015-06-19,13923.525258895696
51445,nonroad,2015-06-20,13923.525258895696
51445,nonroad,2015-06-21,13923.525258895696
51445,nonroad,2015-06-22,13923.525258895696
51445,nonroad,2015-06-23,13923.525258895696
51445,nonroad,2015-06-24,13923.525258895696
51445,nonroad,2015-06-25,13923.525258895696
51445,nonroad,2015-06-26,13484.131835326129
51445,nonroad,2015-06-27,13474.379282802294
51445,nonroad,2015-06-28,13474.379282802294
51445,nonroad,2015-06-29,13474.379282802294
51445,nonroad,2015-06-30,13474.379282802294
51445,nonroad,2015-07-01,13474.379282802294
51445,nonroad,2015-07-02,13474.379282802294
51445,nonroad,2015-07-03,13474.379282802294
51445,nonroad,2015-07-04,13474.379282802294
51445,nonroad,2015-07-05,13474.379282802294
51445,nonroad,2015-07-06,13474.379282802294
51445,nonroad,2015-07-07,13474.379282802294
51445,nonroad,2015-07-08,13474.379282802294
51445,nonroad,2015-07-09,13474.379282802294
51445,nonroad,2015-07-10,13474.379282802294
51445,nonroad,2015-07-11,13474.379282802294
51445,nonroad,2015-07-12,13474.379282802294
51445,nonroad,2015-07-13,13474.379282802294
51445,nonroad,2015-07-14,13474.379282802294
51445,nonroad,2015-07-15,13474.379282802294
51445,nonroad,2015-07-16,13474.379282802294
51445,nonroad,2015-07-17,13474.379282802294
51445,nonroad,2015-07-18,13474.379282802294
51445,nonroad,2015-07-19,13474.379282802294
51445,nonroad,2015-07-20,13474.379282802294
51445,nonroad,2015-07-21,13474.379282802294
51445,nonroad,2015-07-22,13474.379282802294
51445,nonroad,2015-07-23,13474.379282802294
51445,nonroad,2015-07-24,13474.379282802294
51445,nonroad,2015-07-25,13474.379282802294
51445,nonroad,2015-07-26,13474.379282802294
51445,nonroad,2015-07-27,13474.379282802294
51445,nonroad,2015-07-28,13474.379282802294
51445,nonroad,2015-07-29,13474.379282802294
51445,nonroad,2015-07-30,13474.379282802294
51445,nonroad,2015-07-31,13474.379282802294
51445,nonroad,2015-08-01,13474.379282802294
51445,nonroad,2015-08-02,13474.379282802294
51445,nonroad,2015-08-03,13474.379282802294
51445,nonroad,2015-08-04,13474.379282802294
51445,nonroad,2015-08-05,13474.379282802294
51445,nonroad,2015-08-06,13474.379282802294
51445,nonroad,2015-08-07,13474.379282802294
51445,nonroad,2015-08-08,13474.379282802294
51445,nonroad,2015-08-09,13474.379282802294
51445,nonroad,2015-08-10,13474.379282802294
51445,nonroad,2015-08-11,13474.379282802294
51445,nonroad,2015-08-12,13474.379282802294
51445,nonroad,2015-08-13,13474.379282802294
51445,nonroad,2015-08-14,13474.379282802294
51445,nonroad,2015-08-15,13474.379282802294
51445,nonroad,2015-08-16,13474.379282802294
51445,nonroad,2015-08-17,13474.379282802294
51445,nonroad,2015-08-18,13474.379282802294
51445,nonroad,2015-08-19,13474.379282802294
51445,nonroad,2015-08-20,13474.379282802294
51445,nonroad,2015-08-21,13474.379282802294
51445,nonroad,2015-08-22,13474.379282802294
51445,nonroad,2015-08-23,13474.379282802294
51445,nonroad,2015-08-24,13474.379282802294
51445,nonroad,2015-08-25,13474.379282802294
51445,nonroad,2015-08-26,13474.379282802294
51445,nonroad,2015-08-27,11220.02847209404
51445,nonroad,2015-08-28,11170.088611144787
51445,nonroad,2015-08-29,11170.088611144787
51445,nonroad,2015-08-30,11170.088611144787
51445,nonroad,2015-08-31,11170.088611144787
51445,nonroad,2015-09-01,11170.088611144787
51445,nonroad,2015-09-02,11170.088611144787
51445,nonroad,2015-09-03,11170.088611144787
51445,nonroad,2015-09-04,11170.088611144787
51445,nonroad,2015-09-05,11170.088611144787
51445,nonroad,2015-09-06,11170.088611144787
51445,nonroad,2015-09-07,11170.088611144787
51445,nonroad,2015-09-08,11170.088611144787
51445,nonroad,2015-09-09,11170.088611144787
51445,nonroad,2015-09-10,11170.088611144787
51445,nonroad,2015-09-11,11170.088611144787
51445,nonroad,2015-09-12,11170.088611144787
51445,nonroad,2015-09-13,11170.088611144787
51445,nonroad,2015-09-14,11170.088611144787
51445,nonroad,2015-09-15,11170.088611144787
51445,nonroad,2015-09-16,11170.088611144787
51445,nonroad,2015-09-17,11170.088611144787
51445,nonroad,2015-09-18,11170.088611144787
51445,nonroad,2015-09-19,11170.088611144787
51445,nonroad,2015-09-20,11170.088611144787
51445,nonroad,2015-09-21,11170.088611144787
51445,nonroad,2015-09-22,11170.088611144787
51445,nonroad,2015-09-23,11170.088611144787
51445,nonroad,2015-09-24,11170.088611144787
51445,nonroad,2015-09-25,11170.088611144787
51445,nonroad,2015-09-26,10817.590162874494
51445,nonroad,2015-09-27,10809.763172075598
51445,nonroad,2015-09-28,10809.763172075598
51445,nonroad,2015-09-29,10809.763172075598
51445,nonroad,2015-09-30,10809.763172075598
51445,nonroad,2015-10-01,10809.763172075598
51445,nonroad,2015-10-02,10809.763172075598
51445,nonroad,2015-10-03,10809.763172075598
51445,nonroad,2015-10-04,10809.763172075598
51445,nonroad,2015-10-05,10809.763172075598
51445,nonroad,2015-10-06,10809.763172075598
51445,nonroad,2015-10-07,10809.763172075598
51445,nonroad,2015-10-08,10809.763172075598
51445,nonroad,2015-10-09,10809.763172075598
51445,nonroad,2015-10-10,10809.763172075598
51445,nonroad,2015-10-11,10809.763172075598
51445,nonroad,2015-10-12,10809.763172075598
51445,nonroad,2015-10-13,10809.763172075598
51445,nonroad,2015-10-14,10809.763172075598
51445,nonroad,2015-10-15,10809.763172075598
51445,nonroad,2015-10-16,10809.763172075598
51445,nonroad,2015-10-17,10809.763172075598
51445,nonroad,2015-10-18,10809.763172075598
51445,nonroad,2015-10-19,10809.763172075598
51445,nonroad,2015-10-20,10809.763172075598
51445,nonroad,2015-10-21,10809.763172075598
51445,nonroad,2015-10-22,10809.763172075598
51445,nonroad,2015-10-23,10809.763172075598
51445,nonroad,2015-10-24,10809.763172075598
51445,nonroad,2015-10-25,10809.763172075598
51445,nonroad,2015-10-26,10809.763172075598
51445,nonroad,2015-10-27,11162.261620345891
51445,nonroad,2015-10-28,11170.088611144787
51445,nonroad,2015-10-29,11170.088611144787
51445,nonroad,2015-10-30,11170.088611144787
51445,nonroad,2015-10-31,11170.088611144787
51445,nonroad,2015-11-01,11170.088611144787
51445,nonroad,2015-11-02,11170.088611144787
51445,nonroad,2015-11-03,11170.088611144787
51445,nonroad,2015-11-04,11170.088611144787
51445,nonroad,2015-11-05,11170.088611144787
51445,nonroad,2015-11-06,11170.088611144787
51445,nonroad,2015-11-07,11170.088611144787
51445,nonroad,2015-11-08,11170.088611144787
51445,nonroad,2015-11-09,11170.088611144787
51445,nonroad,2015-11-10,11170.088611144787
51445,nonroad,2015-11-11,11170.088611144787
51445,nonroad,2015-11-12,11170.088611144787
51445,nonroad,2015-11-13,11170.088611144787
51445,nonroad,2015-11-14,11170.088611144787
51445,nonroad,2015-11-15,11170.088611144787
51445,nonroad,2015-11-16,11170.088611144787
51445,nonroad,2015-11-17,11170.088611144787
51445,nonroad,2015-11-18,11170.088611144787
51445,nonroad,2015-11-19,11170.088611144787
51445,nonroad,2015-11-20,11170.088611144787
51445,nonroad,2015-11-21,11170.088611144787
51445,nonroad,2015-11-22,11170.088611144787
51445,nonroad,2015-11-23,11170.088611144787
51445,nonroad,2015-11-24,11170.088611144787
51445,nonroad,2015-11-25,11170.088611144787
51445,nonroad,2015-11-26,8292.204943239034
51445,nonroad,2015-11-27,8228.416314809117
51445,nonroad,2015-11-28,8228.416314809117
51445,nonroad,2015-11-29,8228.416314809117
51445,nonroad,2015-11-30,8228.416314809117
51445,nonroad,2015-12-01,8228.416314809117
51445,nonroad,2015-12-02,8228.416314809117
51445,nonroad,2015-12-03,8228.416314809117
51445,nonroad,2015-12-04,8228.416314809117
51445,nonroad,2015-12-05,8228.416314809117
51445,nonroad,2015-12-06,8228.416314809117
51445,nonroad,2015-12-07,8228.416314809117
51445,nonroad,2015-12-08,8228.416314809117
51445,nonroad,2015-12-09,8228.416314809117
51445,nonroad,2015-12-10,8228.416314809117
51445,nonroad,2015-12-11,8228.416314809117
51445,nonroad,2015-12-12,8228.416314809117
51445,nonroad,2015-12-13,8228.416314809117
51445,nonroad,2015-12-14,8228.416314809117
51445,nonroad,2015-12-15,8228.416314809117
51445,nonroad,2015-12-16,8228.416314809117
51445,nonroad,2015-12-17,8228.416314809117
51445,nonroad,2015-12-18,8228.416314809117
51445,nonroad,2015-12-19,8228.416314809117
51445,nonroad,2015-12-20,8228.416314809117
51445,nonroad,2015-12-21,8228.416314809117
51445,nonroad,2015-12-22,8228.416314809117
51445,nonroad,2015-12-23,8228.416314809117
51445,nonroad,2015-12-24,8228.416314809117
51445,nonroad,2015-12-25,8228.416314809117
51445,nonroad,2015-12-26,8228.416314809117
51445,nonroad,2015-12-27,8228.416314809117
51445,nonroad,2015-12-28,8228.416314809117
51445,nonroad,2015-12-29,8228.416314809117
51445,nonroad,2015-12-30,8228.416314809117
51445,nonroad,2015-12-31,8228.416314809117
51445,onroad,2015-01-01,32100.793868315934
51445,onroad,2015-01-02,33772.83556663623
51445,onroad,2015-01-03,29962.94426763773
51445,onroad,2015-01-04,25910.429248100685
51445,onroad,2015-01-05,31387.904943471083
51445,onroad,2015-01-06,32587.191756334712
51445,onroad,2015-01-07,32808.587768390986
51445,onroad,2015-01-08,32735.897981131406
51445,onroad,2015-01-09,33747.43223838598
51445,onroad,2015-01-10,30053.989862567094
51445,onroad,2015-01-11,25941.491126725592
51445,onroad,2015-01-12,31082.504193040368
51445,onroad,2015-01-13,32478.845356286725
51445,onroad,2015-01-14,32659.90108678981
51445,onroad,2015-01-15,32865.18950394023
51445,onroad,2015-01-16,34015.416079672126
51445,onroad,2015-01-17,30157.259228639312
51445,onroad,2015-01-18,26238.652204421407
51445,onroad,2015-01-19,30789.30809651568
51445,onroad,2015-01-20,32530.963993382724
51445,onroad,2015-01-21,32453.7132953911
51445,onroad,2015-01-22,32653.795372753968
51445,onroad,2015-01-23,33653.98720010712
51445,onroad,2015-01-24,29978.6778972746
51445,onroad,2015-01-25,26037.96915318509
51445,onroad,2015-01-26,30809.43903796625
51445,onroad,2015-01-27,32690.9742606754
51445,onroad,2015-01-28,33163.323820279504
51445,onroad,2015-01-29,32589.651114070864
51445,onroad,2015-01-30,34762.517289706295
51445,onroad,2015-01-31,30594.873362926708
51445,onroad,2015-02-01,26080.68194851856
51445,onroad,2015-02-02,32283.17496467775
51445,onroad,2015-02-03,32939.93435709526
51445,onroad,2015-02-04,33587.82358319538
51445,onroad,2015-02-05,33953.46904559736
51445,onroad,2015-02-06,34500.43339116005
51445,onroad,2015-02-07,31103.494255004745
51445,onroad,2015-02-08,26983.78117417766
51445,onroad,2015-02-09,32425.817252422137
51445,onroad,2015-02-10,33503.11269630145
51445,onroad,2015-02-11,33396.07228959589
51445,onroad,2015-02-12,34145.38480792433
51445,onroad,2015-02-13,34905.66828361652
51445,onroad,2015-02-14,31181.91768993873
51445,onroad,2015-02-15,27373.472262490464
51445,onroad,2015-02-16,31111.46974343358
51445,onroad,2015-02-17,33264.00566662183
51445,onroad,2015-02-18,33446.049574662975
51445,onroad,2015-02-19,33757.765481167866
51445,onroad,2015-02-20,34850.567692285586
51445,onroad,2015-02-21,31225.439679505704
51445,onroad,2015-02-22,27072.49509240838
51445,onroad,2015-02-23,32240.97229263644
51445,onroad,2015-02-24,33081.906772595015
51445,onroad,2015-02-25,33194.325997958586
51445,onroad,2015-02-26,33309.10252477395
51445,onroad,2015-02-27,34177.344713212406
51445,onroad,2015-02-28,30611.704956225785
51445,onroad,2015-03-01,26596.039930338065
51445,onroad,2015-03-02,31394.83162789242
51445,onroad,2015-03-03,31937.849976406094
51445,onroad,2015-03-04,32535.999993903668
51445,onroad,2015-03-05,32959.32281601938
51445,onroad,2015-03-06,34212.73588291916
51445,onroad,2015-03-07,30844.321876015594
51445,onroad,2015-03-08,27354.636481075988
51445,onroad,2015-03-09,31887.121474956515
51445,onroad,2015-03-10,33214.69765634547
51445,onroad,2015-03-11,33506.87116085125
51445,onroad,2015-03-12,34168.357307903985
51445,onroad,2015-03-13,34960.85784049086
51445,onroad,2015-03-14,29862.089968021675
51445,onroad,2015-03-15,25905.203387497157
51445,onroad,2015-03-16,32101.22347172267
51445,onroad,2015-03-17,32931.961776308795
51445,onroad,2015-03-18,33334.160517034055
51445,onroad,2015-03-19,34092.62203291347
51445,onroad,2015-03-20,34349.121530757206
51445,onroad,2015-03-21,31508.33452053158
51445,onroad,2015-03-22,27615.564145775013
51445,onroad,2015-03-23,32622.101583690688
51445,onroad,2015-03-24,33141.31778337897
51445,onroad,2015-03-25,33496.21344395772
51445,onroad,2015-03-26,34092.981610904564
51445,onroad,2015-03-27,34412.57366760288
51445,onroad,2015-03-28,30756.296803022746
51445,onroad,2015-03-29,27243.988389424907
51445,onroad,2015-03-30,32865.67038086621
51445,onroad,2015-03-31,33880.273242660835
51445,onroad,2015-04-01,34294.62816363118
51445,onroad,2015-04-02,34492.64567589808
51445,onroad,2015-04-03,35121.29058458181
51445,onroad,2015-04-04,31638.548725103454
51445,onroad,2015-04-05,28232.66191895247
51445,onroad,2015-04-06,32831.64686142653
51445,onroad,2015-04-07,33562.56841782743
51445,onroad,2015-04-08,33588.992873770214
51445,onroad,2015-04-09,34388.39159264953
51445,onroad,2015-04-10,34103.879440975
51445,onroad,2015-04-11,30989.297462013637
51445,onroad,2015-04-12,27770.783380784647
51445,onroad,2015-04-13,32834.98188387703
51445,onroad,2015-04-14,33620.9731313672
51445,onroad,2015-04-15,33968.40042812156
51445,onroad,2015-04-16,34518.921896941974
51445,onroad,2015-04-17,35219.334736567966
51445,onroad,2015-04-18,31665.726985285055
51445,onroad,2015-04-19,28021.36328535883
51445,onroad,2015-04-20,32771.34972974364
51445,onroad,2015-04-21,33430.07199818454
51445,onroad,2015-04-22,33287.40673693081
51445,onroad,2015-04-23,33843.8478246671
51445,onroad,2015-04-24,34886.26576169056
51445,onroad,2015-04-25,31555.53128662577
51445,onroad,2015-04-26,28023.09714124023
51445,onroad,2015-04-27,32522.62836945121
51445,onroad,2015-04-28,33084.33642438069
51445,onroad,2015-04-29,33317.63792713965
51445,onroad,2015-04-30,33708.39188019544
51445,onroad,2015-05-01,34827.94488567654
51445,onroad,2015-05-02,31596.192778351782
51445,onroad,2015-05-03,27652.49175631329
51445,onroad,2015-05-04,31681.303961580736
51445,onroad,2015-05-05,32958.97970891102
51445,onroad,2015-05-06,33586.80049217368
51445,onroad,2015-05-07,33885.04844510639
51445,onroad,2015-05-08,34911.332709150214
51445,onroad,2015-05-09,31762.571816068732
51445,onroad,2015-05-10,28655.010612058115
51445,onroad,2015-05-11,32512.12406048563
51445,onroad,2015-05-12,33002.049682227116
51445,onroad,2015-05-13,33109.053280949214
51445,onroad,2015-05-14,33966.85636469784
51445,onroad,2015-05-15,34944.24409455779
51445,onroad,2015-05-16,31528.964523976603
51445,onroad,2015-05-17,27932.685304857907
51445,onroad,2015-05-18,32480.479762347728
51445,onroad,2015-05-19,33047.70581195998
51445,onroad,2015-05-20,33565.22154272188
51445,onroad,2015-05-21,34191.6106987399
51445,onroad,2015-05-22,34949.46625530606
51445,onroad,2015-05-23,30776.356238003707
51445,onroad,2015-05-24,27165.90603440439
51445,onroad,2015-05-25,26257.232987980035
51445,onroad,2015-05-26,33155.35975089437
51445,onroad,2015-05-27,32670.64070936496
51445,onroad,2015-05-28,32732.125606070396
51445,onroad,2015-05-29,33611.854542119414
51445,onroad,2015-05-30,30700.901348099418
51445,onroad,2015-05-31,27138.51960091266
51445,onroad,2015-06-01,31912.67281198088
51445,onroad,2015-06-02,32746.835234668164
51445,onroad,2015-06-03,33097.214635909826
51445,onroad,2015-06-04,33584.049076352894
51445,onroad,2015-06-05,34216.06327739692
51445,onroad,2015-06-06,30857.796037988184
51445,onroad,2015-06-07,27386.856108681397
51445,onroad,2015-06-08,32114.641561724336
51445,onroad,2015-06-09,32855.52017779209
51445,onroad,2015-06-10,33643.127049896444
51445,onroad,2015-06-11,33989.568879770704
51445,onroad,2015-06-12,35106.32728040806
51445,onroad,2015-06-13,31861.90962863956
51445,onroad,2015-06-14,28476.27879415832
51445,onroad,2015-06-15,32666.177010958087
51445,onroad,2015-06-16,32685.719906283397
51445,onroad,2015-06-17,33091.811464063685
51445,onroad,2015-06-18,33264.250908464855
51445,onroad,2015-06-19,34217.92598834774
51445,onroad,2015-06-20,30558.426023184955
51445,onroad,2015-06-21,27268.789668245932
51445,onroad,2015-06-22,31861.950938641578
51445,onroad,2015-06-23,32704.88448260736
51445,onroad,2015-06-24,32935.22698563303
51445,onroad,2015-06-25,33440.753975626736
51445,onroad,2015-06-26,34512.3399828803
51445,onroad,2015-06-27,31257.207671208238
51445,onroad,2015-06-28,27659.882063476787
51445,onroad,2015-06-29,30510.991487470263
51445,onroad,2015-06-30,34026.1687270385
51445,onroad,2015-07-01,31313.087796593736
51445,onroad,2015-07-02,29820.14077320417
51445,onroad,2015-07-03,32636.03720690003
51445,onroad,2015-07-04,29807.11970144077
51445,onroad,2015-07-05,27015.65938451892
51445,onroad,2015-07-06,32153.461514656155
51445,onroad,2015-07-07,32783.57883252924
51445,onroad,2015-07-08,33930.53692221696
51445,onroad,2015-07-09,34411.24705995509
51445,onroad,2015-07-10,35074.08856068143
51445,onroad,2015-07-11,30739.678535304163
51445,onroad,2015-07-12,27749.64366477952
51445,onroad,2015-07-13,33238.15216870003
51445,onroad,2015-07-14,33735.842096032015
51445,onroad,2015-07-15,34153.68892704383
51445,onroad,2015-07-16,34488.23052570305
51445,onroad,2015-07-17,35415.777988991416
51445,onroad,2015-07-18,32031.27586348561
51445,onroad,2015-07-19,28311.22773596576
51445,onroad,2015-07-20,33233.75513185584
51445,onroad,2015-07-21,33466.47256550132
51445,onroad,2015-07-22,34064.444250002656
51445,onroad,2015-07-23,34781.268076575085
51445,onroad,2015-07-24,35446.07436417116
51445,onroad,2015-07-25,31850.23623769253
51445,onroad,2015-07-26,28618.396240023252
51445,onroad,2015-07-27,32270.101133959964
51445,onroad,2015-07-28,32790.681158504514
51445,onroad,2015-07-29,33150.66643093824
51445,onroad,2015-07-30,33429.65000543781
51445,onroad,2015-07-31,34056.28745443567
51445,onroad,2015-08-01,30682.22234957265
51445,onroad,2015-08-02,27437.650984572072
51445,onroad,2015-08-03,31818.451378033427
51445,onroad,2015-08-04,32121.87120518237
51445,onroad,2015-08-05,32762.792978808888
51445,onroad,2015-08-06,33219.756780243944
51445,onroad,2015-08-07,33720.164100676164
51445,onroad,2015-08-08,30296.77657051252
51445,onroad,2015-08-09,27354.14415645481
51445,onroad,2015-08-10,31896.228287778024
51445,onroad,2015-08-11,31954.62404923855
51445,onroad,2015-08-12,32511.25071705044
51445,onroad,2015-08-13,32867.1981629629
51445,onroad,2015-08-14,33472.65581196035
51445,onroad,2015-08-15,30584.58744644749
51445,onroad,2015-08-16,27270.78510809395
51445,onroad,2015-08-17,31483.78983601187
51445,onroad,2015-08-18,32113.636589370108
51445,onroad,2015-08-19,32458.676091319907
51445,onroad,2015-08-20,32282.30771118915
51445,onroad,2015-08-21,33685.359680851936
51445,onroad,2015-08-22,30315.54690491321
51445,onroad,2015-08-23,27078.72013141278
51445,onroad,2015-08-24,31564.4686808486
51445,onroad,2015-08-25,31740.395810560763
51445,onroad,2015-08-26,32213.74285074704
51445,onroad,2015-08-27,33335.168327907726
51445,onroad,2015-08-28,34266.47758463906
51445,onroad,2015-08-29,30224.236467789404
51445,onroad,2015-08-30,26938.133009121393
51445,onroad,2015-08-31,24550.88511782617
51445,onroad,2015-09-01,32262.48208652273
51445,onroad,2015-09-02,32504.471266668355
51445,onroad,2015-09-03,32949.061950758434
51445,onroad,2015-09-04,34701.19173927935
51445,onroad,2015-09-05,31052.73700487875
51445,onroad,2015-09-06,27064.75760691101
51445,onroad,2015-09-07,32520.784481957115
51445,onroad,2015-09-08,33014.59407412131
51445,onroad,2015-09-09,33507.452477305735
51445,onroad,2015-09-10,34020.668343363504
51445,onroad,2015-09-11,34474.884219624684
51445,onroad,2015-09-12,30890.344373986507
51445,onroad,2015-09-13,27330.411109957025
51445,onroad,2015-09-14,32385.509822017237
51445,onroad,2015-09-15,33034.432699601966
51445,onroad,2015-09-16,33371.630676803914
51445,onroad,2015-09-17,33877.95702907816
51445,onroad,2015-09-18,34898.902448342684
51445,onroad,2015-09-19,31733.090960171525
51445,onroad,2015-09-20,27566.422450774542
51445,onroad,2015-09-21,32375.195527296484
51445,onroad,2015-09-22,32837.84013876006
51445,onroad,2015-09-23,33230.42862441409
51445,onroad,2015-09-24,33945.98526093302
51445,onroad,2015-09-25,35141.71456743218
51445,onroad,2015-09-26,31615.710125992333
51445,onroad,2015-09-27,27675.41706938139
51445,onroad,2015-09-28,32432.799645248404
51445,onroad,2015-09-29,33262.702098284884
51445,onroad,2015-09-30,32731.295394320474
51445,onroad,2015-10-01,34015.74260222211
51445,onroad,2015-10-02,35210.865530488845
51445,onroad,2015-10-03,31384.436044304628
51445,onroad,2015-10-04,27626.09302457161
51445,onroad,2015-10-05,32498.8953485553
51445,onroad,2015-10-06,33343.25193160397
51445,onroad,2015-10-07,33453.67368710165
51445,onroad,2015-10-08,34216.33447514305
51445,onroad,2015-10-09,35406.55635424224
51445,onroad,2015-10-10,31713.23362054813
51445,onroad,2015-10-11,27873.580183447157
51445,onroad,2015-10-12,32438.86930915929
51445,onroad,2015-10-13,33528.004972521645
51445,onroad,2015-10-14,33810.08550142358
51445,onroad,2015-10-15,34103.601003583455
51445,onroad,2015-10-16,35322.21825699645
