GEOID10,Sector,date,emissions
02683,industrial,2015-12-05,212.37924137764358
02683,industrial,2015-12-06,190.21042699636246
02683,industrial,2015-12-07,272.59495959793065
02683,industrial,2015-12-08,297.22588263715295
02683,industrial,2015-12-09,297.22588263715295
02683,industrial,2015-12-10,297.22588263715295
02683,industrial,2015-12-11,288.1747714796442
02683,industrial,2015-12-12,212.37924137764358
02683,industrial,2015-12-13,190.21042699636246
02683,industrial,2015-12-14,272.59495959793065
02683,industrial,2015-12-15,297.22588263715295
02683,industrial,2015-12-16,297.22588263715295
02683,industrial,2015-12-17,297.22588263715295
02683,industrial,2015-12-18,288.1747714796442
02683,industrial,2015-12-19,212.37924137764358
02683,industrial,2015-12-20,190.21042699636246
02683,industrial,2015-12-21,272.59495959793065
02683,industrial,2015-12-22,297.22588263715295
02683,industrial,2015-12-23,298.3575031875982
02683,industrial,2015-12-24,298.4051173553796
02683,industrial,2015-12-25,289.3144797859337
02683,industrial,2015-12-26,213.0468186206511
02683,industrial,2015-12-27,190.75233514943523
02683,industrial,2015-12-28,273.6312472707283
02683,industrial,2015-12-29,298.4051173553796
02683,industrial,2015-12-30,298.4051173553796
02683,industrial,2015-12-31,298.4051173553796
02683,nonroad,2015-01-01,0.0
02683,nonroad,2015-01-02,0.0
02683,nonroad,2015-01-03,0.0
02683,nonroad,2015-01-04,0.0
02683,nonroad,2015-01-05,0.0
02683,nonroad,2015-01-06,0.0
02683,nonroad,2015-01-07,0.0
02683,nonroad,2015-01-08,0.0
02683,nonroad,2015-01-09,0.0
02683,nonroad,2015-01-10,0.0
02683,nonroad,2015-01-11,0.0
02683,nonroad,2015-01-12,0.0
02683,nonroad,2015-01-13,0.0
02683,nonroad,2015-01-14,0.0
02683,nonroad,2015-01-15,0.0
02683,nonroad,2015-01-16,0.0
02683,nonroad,2015-01-17,0.0
02683,nonroad,2015-01-18,0.0
02683,nonroad,2015-01-19,0.0
02683,nonroad,2015-01-20,0.0
02683,nonroad,2015-01-21,0.0
02683,nonroad,2015-01-22,0.0
02683,nonroad,2015-01-23,0.0
02683,nonroad,2015-01-24,0.0
02683,nonroad,2015-01-25,0.0
02683,nonroad,2015-01-26,0.0
02683,nonroad,2015-01-27,0.0
02683,nonroad,2015-01-28,0.0
02683,nonroad,2015-01-29,0.0
02683,nonroad,2015-01-30,0.0
02683,nonroad,2015-01-31,0.0
02683,nonroad,2015-02-01,0.0
02683,nonroad,2015-02-02,0.0
02683,nonroad,2015-02-03,0.0
02683,nonroad,2015-02-04,0.0
02683,nonroad,2015-02-05,0.0
02683,nonroad,2015-02-06,0.0
02683,nonroad,2015-02-07,0.0
02683,nonroad,2015-02-08,0.0
02683,nonroad,2015-02-09,0.0
02683,nonroad,2015-02-10,0.0
02683,nonroad,2015-02-11,0.0
02683,nonroad,2015-02-12,0.0
02683,nonroad,2015-02-13,0.0
02683,nonroad,2015-02-14,0.0
02683,nonroad,2015-02-15,0.0
02683,nonroad,2015-02-16,0.0
02683,nonroad,2015-02-17,0.0
02683,nonroad,2015-02-18,0.0
02683,nonroad,2015-02-19,0.0
02683,nonroad,2015-02-20,0.0
02683,nonroad,2015-02-21,0.0
02683,nonroad,2015-02-22,0.0
02683,nonroad,2015-02-23,0.0
02683,nonroad,2015-02-24,0.0
02683,nonroad,2015-02-25,0.0
02683,nonroad,2015-02-26,0.0
02683,nonroad,2015-02-27,0.0
02683,nonroad,2015-02-28,0.0
02683,nonroad,2015-03-01,0.0
02683,nonroad,2015-03-02,0.0
02683,nonroad,2015-03-03,0.0
02683,nonroad,2015-03-04,0.0
02683,nonroad,2015-03-05,0.0
02683,nonroad,2015-03-06,0.0
02683,nonroad,2015-03-07,0.0
02683,nonroad,2015-03-08,0.0
02683,nonroad,2015-03-09,0.0
02683,nonroad,2015-03-10,0.0
02683,nonroad,2015-03-11,0.0
02683,nonroad,2015-03-12,0.0
02683,nonroad,2015-03-13,0.0
02683,nonroad,2015-03-14,0.0
02683,nonroad,2015-03-15,0.0
02683,nonroad,2015-03-16,0.0
02683,nonroad,2015-03-17,0.0
02683,nonroad,2015-03-18,0.0
02683,nonroad,2015-03-19,0.0
02683,nonroad,2015-03-20,0.0
02683,nonroad,2015-03-21,0.0
02683,nonroad,2015-03-22,0.0
02683,nonroad,2015-03-23,0.0
02683,nonroad,2015-03-24,0.0
02683,nonroad,2015-03-25,0.0
02683,nonroad,2015-03-26,0.0
02683,nonroad,2015-03-27,0.0
02683,nonroad,2015-03-28,0.0
02683,nonroad,2015-03-29,0.0
02683,nonroad,2015-03-30,0.0
02683,nonroad,2015-03-31,0.0
02683,nonroad,2015-04-01,0.0
02683,nonroad,2015-04-02,0.0
02683,nonroad,2015-04-03,0.0
02683,nonroad,2015-04-04,0.0
02683,nonroad,2015-04-05,0.0
02683,nonroad,2015-04-06,0.0
02683,nonroad,2015-04-07,0.0
02683,nonroad,2015-04-08,0.0
02683,nonroad,2015-04-09,0.0
02683,nonroad,2015-04-10,0.0
02683,nonroad,2015-04-11,0.0
02683,nonroad,2015-04-12,0.0
02683,nonroad,2015-04-13,0.0
02683,nonroad,2015-04-14,0.0
02683,nonroad,2015-04-15,0.0
02683,nonroad,2015-04-16,0.0
02683,nonroad,2015-04-17,0.0
02683,nonroad,2015-04-18,0.0
02683,nonroad,2015-04-19,0.0
02683,nonroad,2015-04-20,0.0
02683,nonroad,2015-04-21,0.0
02683,nonroad,2015-04-22,0.0
02683,nonroad,2015-04-23,0.0
02683,nonroad,2015-04-24,0.0
02683,nonroad,2015-04-25,0.0
02683,nonroad,2015-04-26,0.0
02683,nonroad,2015-04-27,0.0
02683,nonroad,2015-04-28,0.0
02683,nonroad,2015-04-29,0.0
02683,nonroad,2015-04-30,0.0
02683,nonroad,2015-05-01,0.0
02683,nonroad,2015-05-02,0.0
02683,nonroad,2015-05-03,0.0
02683,nonroad,2015-05-04,0.0
02683,nonroad,2015-05-05,0.0
02683,nonroad,2015-05-06,0.0
02683,nonroad,2015-05-07,0.0
02683,nonroad,2015-05-08,0.0
02683,nonroad,2015-05-09,0.0
02683,nonroad,2015-05-10,0.0
02683,nonroad,2015-05-11,0.0
02683,nonroad,2015-05-12,0.0
02683,nonroad,2015-05-13,0.0
02683,nonroad,2015-05-14,0.0
02683,nonroad,2015-05-15,0.0
02683,nonroad,2015-05-16,0.0
02683,nonroad,2015-05-17,0.0
02683,nonroad,2015-05-18,0.0
02683,nonroad,2015-05-19,0.0
02683,nonroad,2015-05-20,0.0
02683,nonroad,2015-05-21,0.0
02683,nonroad,2015-05-22,0.0
02683,nonroad,2015-05-23,0.0
02683,nonroad,2015-05-24,0.0
02683,nonroad,2015-05-25,0.0
02683,nonroad,2015-05-26,0.0
02683,nonroad,2015-05-27,0.0
02683,nonroad,2015-05-28,0.0
02683,nonroad,2015-05-29,0.0
02683,nonroad,2015-05-30,0.0
02683,nonroad,2015-05-31,0.0
02683,nonroad,2015-06-01,0.0
02683,nonroad,2015-06-02,0.0
02683,nonroad,2015-06-03,0.0
02683,nonroad,2015-06-04,0.0
02683,nonroad,2015-06-05,0.0
02683,nonroad,2015-06-06,0.0
02683,nonroad,2015-06-07,0.0
02683,nonroad,2015-06-08,0.0
02683,nonroad,2015-06-09,0.0
02683,nonroad,2015-06-10,0.0
02683,nonroad,2015-06-11,0.0
02683,nonroad,2015-06-12,0.0
02683,nonroad,2015-06-13,0.0
02683,nonroad,2015-06-14,0.0
02683,nonroad,2015-06-15,0.0
02683,nonroad,2015-06-16,0.0
02683,nonroad,2015-06-17,0.0
02683,nonroad,2015-06-18,0.0
02683,nonroad,2015-06-19,0.0
02683,nonroad,2015-06-20,0.0
02683,nonroad,2015-06-21,0.0
02683,nonroad,2015-06-22,0.0
02683,nonroad,2015-06-23,0.0
02683,nonroad,2015-06-24,0.0
02683,nonroad,2015-06-25,0.0
02683,nonroad,2015-06-26,0.0
02683,nonroad,2015-06-27,0.0
02683,nonroad,2015-06-28,0.0
02683,nonroad,2015-06-29,0.0
02683,nonroad,2015-06-30,0.0
02683,nonroad,2015-07-01,0.0
02683,nonroad,2015-07-02,0.0
02683,nonroad,2015-07-03,0.0
02683,nonroad,2015-07-04,0.0
02683,nonroad,2015-07-05,0.0
02683,nonroad,2015-07-06,0.0
02683,nonroad,2015-07-07,0.0
02683,nonroad,2015-07-08,0.0
02683,nonroad,2015-07-09,0.0
02683,nonroad,2015-07-10,0.0
02683,nonroad,2015-07-11,0.0
02683,nonroad,2015-07-12,0.0
02683,nonroad,2015-07-13,0.0
02683,nonroad,2015-07-14,0.0
02683,nonroad,2015-07-15,0.0
02683,nonroad,2015-07-16,0.0
02683,nonroad,2015-07-17,0.0
02683,nonroad,2015-07-18,0.0
02683,nonroad,2015-07-19,0.0
02683,nonroad,2015-07-20,0.0
02683,nonroad,2015-07-21,0.0
02683,nonroad,2015-07-22,0.0
02683,nonroad,2015-07-23,0.0
02683,nonroad,2015-07-24,0.0
02683,nonroad,2015-07-25,0.0
02683,nonroad,2015-07-26,0.0
02683,nonroad,2015-07-27,0.0
02683,nonroad,2015-07-28,0.0
02683,nonroad,2015-07-29,0.0
02683,nonroad,2015-07-30,0.0
02683,nonroad,2015-07-31,0.0
02683,nonroad,2015-08-01,0.0
02683,nonroad,2015-08-02,0.0
02683,nonroad,2015-08-03,0.0
02683,nonroad,2015-08-04,0.0
02683,nonroad,2015-08-05,0.0
02683,nonroad,2015-08-06,0.0
02683,nonroad,2015-08-07,0.0
02683,nonroad,2015-08-08,0.0
02683,nonroad,2015-08-09,0.0
02683,nonroad,2015-08-10,0.0
02683,nonroad,2015-08-11,0.0
02683,nonroad,2015-08-12,0.0
02683,nonroad,2015-08-13,0.0
02683,nonroad,2015-08-14,0.0
02683,nonroad,2015-08-15,0.0
02683,nonroad,2015-08-16,0.0
02683,nonroad,2015-08-17,0.0
02683,nonroad,2015-08-18,0.0
02683,nonroad,2015-08-19,0.0
02683,nonroad,2015-08-20,0.0
02683,nonroad,2015-08-21,0.0
02683,nonroad,2015-08-22,0.0
02683,nonroad,2015-08-23,0.0
02683,nonroad,2015-08-24,0.0
02683,nonroad,2015-08-25,0.0
02683,nonroad,2015-08-26,0.0
02683,nonroad,2015-08-27,0.0
02683,nonroad,2015-08-28,0.0
02683,nonroad,2015-08-29,0.0
02683,nonroad,2015-08-30,0.0
02683,nonroad,2015-08-31,0.0
02683,nonroad,2015-09-01,0.0
02683,nonroad,2015-09-02,0.0
02683,nonroad,2015-09-03,0.0
02683,nonroad,2015-09-04,0.0
02683,nonroad,2015-09-05,0.0
02683,nonroad,2015-09-06,0.0
02683,nonroad,2015-09-07,0.0
02683,nonroad,2015-09-08,0.0
02683,nonroad,2015-09-09,0.0
02683,nonroad,2015-09-10,0.0
02683,nonroad,2015-09-11,0.0
02683,nonroad,2015-09-12,0.0
02683,nonroad,2015-09-13,0.0
02683,nonroad,2015-09-14,0.0
02683,nonroad,2015-09-15,0.0
02683,nonroad,2015-09-16,0.0
02683,nonroad,2015-09-17,0.0
02683,nonroad,2015-09-18,0.0
02683,nonroad,2015-09-19,0.0
02683,nonroad,2015-09-20,0.0
02683,nonroad,2015-09-21,0.0
02683,nonroad,2015-09-22,0.0
02683,nonroad,2015-09-23,0.0
02683,nonroad,2015-09-24,0.0
02683,nonroad,2015-09-25,0.0
02683,nonroad,2015-09-26,0.0
02683,nonroad,2015-09-27,0.0
02683,nonroad,2015-09-28,0.0
02683,nonroad,2015-09-29,0.0
02683,nonroad,2015-09-30,0.0
02683,nonroad,2015-10-01,0.0
02683,nonroad,2015-10-02,0.0
02683,nonroad,2015-10-03,0.0
02683,nonroad,2015-10-04,0.0
02683,nonroad,2015-10-05,0.0
02683,nonroad,2015-10-06,0.0
02683,nonroad,2015-10-07,0.0
02683,nonroad,2015-10-08,0.0
02683,nonroad,2015-10-09,0.0
02683,nonroad,2015-10-10,0.0
02683,nonroad,2015-10-11,0.0
02683,nonroad,2015-10-12,0.0
02683,nonroad,2015-10-13,0.0
02683,nonroad,2015-10-14,0.0
02683,nonroad,2015-10-15,0.0
02683,nonroad,2015-10-16,0.0
02683,nonroad,2015-10-17,0.0
02683,nonroad,2015-10-18,0.0
02683,nonroad,2015-10-19,0.0
02683,nonroad,2015-10-20,0.0
02683,nonroad,2015-10-21,0.0
02683,nonroad,2015-10-22,0.0
02683,nonroad,2015-10-23,0.0
02683,nonroad,2015-10-24,0.0
02683,nonroad,2015-10-25,0.0
02683,nonroad,2015-10-26,0.0
02683,nonroad,2015-10-27,0.0
02683,nonroad,2015-10-28,0.0
02683,nonroad,2015-10-29,0.0
02683,nonroad,2015-10-30,0.0
02683,nonroad,2015-10-31,0.0
02683,nonroad,2015-11-01,0.0
02683,nonroad,2015-11-02,0.0
02683,nonroad,2015-11-03,0.0
02683,nonroad,2015-11-04,0.0
02683,nonroad,2015-11-05,0.0
02683,nonroad,2015-11-06,0.0
02683,nonroad,2015-11-07,0.0
02683,nonroad,2015-11-08,0.0
02683,nonroad,2015-11-09,0.0
02683,nonroad,2015-11-10,0.0
02683,nonroad,2015-11-11,0.0
02683,nonroad,2015-11-12,0.0
02683,nonroad,2015-11-13,0.0
02683,nonroad,2015-11-14,0.0
02683,nonroad,2015-11-15,0.0
02683,nonroad,2015-11-16,0.0
02683,nonroad,2015-11-17,0.0
02683,nonroad,2015-11-18,0.0
02683,nonroad,2015-11-19,0.0
02683,nonroad,2015-11-20,0.0
02683,nonroad,2015-11-21,0.0
02683,nonroad,2015-11-22,0.0
02683,nonroad,2015-11-23,0.0
02683,nonroad,2015-11-24,0.0
02683,nonroad,2015-11-25,0.0
02683,nonroad,2015-11-26,0.0
02683,nonroad,2015-11-27,0.0
02683,nonroad,2015-11-28,0.0
02683,nonroad,2015-11-29,0.0
02683,nonroad,2015-11-30,0.0
02683,nonroad,2015-12-01,0.0
02683,nonroad,2015-12-02,0.0
02683,nonroad,2015-12-03,0.0
02683,nonroad,2015-12-04,0.0
02683,nonroad,2015-12-05,0.0
02683,nonroad,2015-12-06,0.0
02683,nonroad,2015-12-07,0.0
02683,nonroad,2015-12-08,0.0
02683,nonroad,2015-12-09,0.0
02683,nonroad,2015-12-10,0.0
02683,nonroad,2015-12-11,0.0
02683,nonroad,2015-12-12,0.0
02683,nonroad,2015-12-13,0.0
02683,nonroad,2015-12-14,0.0
02683,nonroad,2015-12-15,0.0
02683,nonroad,2015-12-16,0.0
02683,nonroad,2015-12-17,0.0
02683,nonroad,2015-12-18,0.0
02683,nonroad,2015-12-19,0.0
02683,nonroad,2015-12-20,0.0
02683,nonroad,2015-12-21,0.0
02683,nonroad,2015-12-22,0.0
02683,nonroad,2015-12-23,0.0
02683,nonroad,2015-12-24,0.0
02683,nonroad,2015-12-25,0.0
02683,nonroad,2015-12-26,0.0
02683,nonroad,2015-12-27,0.0
02683,nonroad,2015-12-28,0.0
02683,nonroad,2015-12-29,0.0
02683,nonroad,2015-12-30,0.0
02683,nonroad,2015-12-31,0.0
02683,onroad,2015-01-01,471.0564860737811
02683,onroad,2015-01-02,503.91757697744384
02683,onroad,2015-01-03,415.5087992426224
02683,onroad,2015-01-04,357.24448390787813
02683,onroad,2015-01-05,459.00579282937684
02683,onroad,2015-01-06,468.30431773782
02683,onroad,2015-01-07,470.5615487171903
02683,onroad,2015-01-08,468.3439397832657
02683,onroad,2015-01-09,515.4953736677776
02683,onroad,2015-01-10,426.9827930987177
02683,onroad,2015-01-11,369.0627977998172
02683,onroad,2015-01-12,457.6206575659928
02683,onroad,2015-01-13,478.952696861825
02683,onroad,2015-01-14,480.6859969168229
02683,onroad,2015-01-15,483.307789688189
02683,onroad,2015-01-16,517.2073465889746
02683,onroad,2015-01-17,432.5749200764032
02683,onroad,2015-01-18,367.61078609439835
02683,onroad,2015-01-19,457.81904394557307
02683,onroad,2015-01-20,478.0380883540718
02683,onroad,2015-01-21,480.73276913137397
02683,onroad,2015-01-22,482.4469044621013
02683,onroad,2015-01-23,517.5095800435287
02683,onroad,2015-01-24,431.6971135614385
02683,onroad,2015-01-25,371.887286868848
02683,onroad,2015-01-26,468.0934360832077
02683,onroad,2015-01-27,459.06356716194125
02683,onroad,2015-01-28,461.81240684104966
02683,onroad,2015-01-29,468.3421177436143
02683,onroad,2015-01-30,501.38258225442064
02683,onroad,2015-01-31,419.1151802851512
02683,onroad,2015-02-01,349.2885770846626
02683,onroad,2015-02-02,454.22098763471604
02683,onroad,2015-02-03,460.83032172011497
02683,onroad,2015-02-04,466.4565806850188
02683,onroad,2015-02-05,469.4349295200966
02683,onroad,2015-02-06,502.1372377676416
02683,onroad,2015-02-07,422.1410476302268
02683,onroad,2015-02-08,368.9288283768788
02683,onroad,2015-02-09,451.4832907506657
02683,onroad,2015-02-10,465.871424181268
02683,onroad,2015-02-11,464.31095108772035
02683,onroad,2015-02-12,469.6485044215152
02683,onroad,2015-02-13,494.7868579462065
02683,onroad,2015-02-14,421.3791282783823
02683,onroad,2015-02-15,372.5086326365656
02683,onroad,2015-02-16,431.2970497526657
02683,onroad,2015-02-17,463.9395104275172
02683,onroad,2015-02-18,468.6336863185469
02683,onroad,2015-02-19,469.62485889911056
02683,onroad,2015-02-20,492.27844351185655
02683,onroad,2015-02-21,415.95351670005977
02683,onroad,2015-02-22,372.8513855385347
02683,onroad,2015-02-23,453.7611255475678
02683,onroad,2015-02-24,497.7194180359674
02683,onroad,2015-02-25,498.1622193997617
02683,onroad,2015-02-26,508.8723376641237
02683,onroad,2015-02-27,543.8547417714983
02683,onroad,2015-02-28,456.6489027104025
02683,onroad,2015-03-01,400.25463747758414
02683,onroad,2015-03-02,486.66065064112803
02683,onroad,2015-03-03,497.6057105355037
02683,onroad,2015-03-04,497.381603416188
02683,onroad,2015-03-05,505.8757000193028
02683,onroad,2015-03-06,543.3768988507527
02683,onroad,2015-03-07,459.5110181978309
02683,onroad,2015-03-08,408.5135983612932
02683,onroad,2015-03-09,485.4676134381615
02683,onroad,2015-03-10,502.3906954416774
02683,onroad,2015-03-11,503.7947260823355
02683,onroad,2015-03-12,514.3876816860992
02683,onroad,2015-03-13,536.5018998305483
02683,onroad,2015-03-14,446.88604589651385
02683,onroad,2015-03-15,395.6076728036329
02683,onroad,2015-03-16,490.48131481383865
02683,onroad,2015-03-17,503.2652422756432
02683,onroad,2015-03-18,498.37038854573854
02683,onroad,2015-03-19,506.1775290732192
02683,onroad,2015-03-20,543.4150262410517
02683,onroad,2015-03-21,455.5467253423113
02683,onroad,2015-03-22,409.72971132698683
02683,onroad,2015-03-23,488.0777490314603
02683,onroad,2015-03-24,500.48452657049637
02683,onroad,2015-03-25,504.59762261119255
02683,onroad,2015-03-26,513.8465330776771
02683,onroad,2015-03-27,540.4403661020884
02683,onroad,2015-03-28,453.93038591865195
02683,onroad,2015-03-29,404.7483310619308
02683,onroad,2015-03-30,487.59562868340936
02683,onroad,2015-03-31,488.4907922183576
02683,onroad,2015-04-01,507.84762843735183
02683,onroad,2015-04-02,498.361694090726
02683,onroad,2015-04-03,539.7079968487578
02683,onroad,2015-04-04,460.9810746465435
02683,onroad,2015-04-05,401.11510008469725
02683,onroad,2015-04-06,488.3118489884408
02683,onroad,2015-04-07,503.98227651482216
02683,onroad,2015-04-08,509.9992899946197
02683,onroad,2015-04-09,518.2989782192453
02683,onroad,2015-04-10,542.1728300420581
02683,onroad,2015-04-11,461.68011539194106
02683,onroad,2015-04-12,407.9400654316346
02683,onroad,2015-04-13,487.24883023672544
02683,onroad,2015-04-14,501.2803698432354
02683,onroad,2015-04-15,509.3588801352479
02683,onroad,2015-04-16,520.3968732875527
02683,onroad,2015-04-17,544.5424624204852
02683,onroad,2015-04-18,457.0447252585463
02683,onroad,2015-04-19,413.48402177491545
02683,onroad,2015-04-20,494.44069984401807
02683,onroad,2015-04-21,506.23423300987395
02683,onroad,2015-04-22,505.60002320863657
02683,onroad,2015-04-23,518.0282328788206
02683,onroad,2015-04-24,549.3121536141923
02683,onroad,2015-04-25,460.82344289516516
02683,onroad,2015-04-26,412.0498943042546
02683,onroad,2015-04-27,491.2939155769631
02683,onroad,2015-04-28,499.60881218607534
02683,onroad,2015-04-29,490.506176357817
02683,onroad,2015-04-30,503.45973491075677
02683,onroad,2015-05-01,533.362671398651
02683,onroad,2015-05-02,450.21444045456406
02683,onroad,2015-05-03,404.65190854863573
02683,onroad,2015-05-04,473.6531737588464
02683,onroad,2015-05-05,489.3637586811599
02683,onroad,2015-05-06,493.8394563772268
02683,onroad,2015-05-07,492.5575766363357
02683,onroad,2015-05-08,534.453248244508
02683,onroad,2015-05-09,450.6718087995021
02683,onroad,2015-05-10,390.8447574056106
02683,onroad,2015-05-11,467.42708833584106
02683,onroad,2015-05-12,489.4221558145344
02683,onroad,2015-05-13,501.89741661529627
02683,onroad,2015-05-14,511.7704536685551
02683,onroad,2015-05-15,546.8235854088741
02683,onroad,2015-05-16,463.39554220304365
02683,onroad,2015-05-17,409.6929243648426
02683,onroad,2015-05-18,487.78005640498395
02683,onroad,2015-05-19,496.2332028567418
02683,onroad,2015-05-20,498.17006975443365
02683,onroad,2015-05-21,522.3812299324387
02683,onroad,2015-05-22,557.1181286093291
02683,onroad,2015-05-23,454.6601338941134
02683,onroad,2015-05-24,400.9588697331586
02683,onroad,2015-05-25,393.3751943626136
02683,onroad,2015-05-26,497.8178312050558
02683,onroad,2015-05-27,501.0410223494751
02683,onroad,2015-05-28,522.2679649892873
02683,onroad,2015-05-29,551.8325234118658
02683,onroad,2015-05-30,452.2115937086767
02683,onroad,2015-05-31,405.26368114861117
02683,onroad,2015-06-01,480.381270994638
02683,onroad,2015-06-02,508.0250393391655
02683,onroad,2015-06-03,517.0476249618332
02683,onroad,2015-06-04,526.7172567555117
02683,onroad,2015-06-05,553.3360053429976
02683,onroad,2015-06-06,476.5785123638187
02683,onroad,2015-06-07,433.2858781671992
02683,onroad,2015-06-08,511.3170447688077
02683,onroad,2015-06-09,521.3778532062239
02683,onroad,2015-06-10,531.0307727345933
02683,onroad,2015-06-11,541.0005052531402
02683,onroad,2015-06-12,569.5035623357915
02683,onroad,2015-06-13,491.71211163214866
02683,onroad,2015-06-14,448.44688048496835
02683,onroad,2015-06-15,518.0848638613951
02683,onroad,2015-06-16,523.4412205874719
02683,onroad,2015-06-17,518.5816738664614
02683,onroad,2015-06-18,530.7682330077085
02683,onroad,2015-06-19,558.8184535434706
02683,onroad,2015-06-20,473.7107356963707
02683,onroad,2015-06-21,430.8906382127423
02683,onroad,2015-06-22,496.38495803587034
02683,onroad,2015-06-23,497.49083837119036
02683,onroad,2015-06-24,517.8316760360341
02683,onroad,2015-06-25,532.6276481465094
02683,onroad,2015-06-26,563.1356506211092
02683,onroad,2015-06-27,475.02137572780714
02683,onroad,2015-06-28,423.098165836222
02683,onroad,2015-06-29,479.5708268160095
02683,onroad,2015-06-30,529.1257025816766
02683,onroad,2015-07-01,539.7684103636512
02683,onroad,2015-07-02,450.30524049661096
02683,onroad,2015-07-03,529.8165824947303
02683,onroad,2015-07-04,470.7455291491866
02683,onroad,2015-07-05,441.25494723707084
02683,onroad,2015-07-06,521.8831062963868
02683,onroad,2015-07-07,524.4657484246496
02683,onroad,2015-07-08,532.7146733445896
02683,onroad,2015-07-09,544.703365469364
02683,onroad,2015-07-10,570.7572655778013
02683,onroad,2015-07-11,484.9579439228473
02683,onroad,2015-07-12,440.50067866284314
02683,onroad,2015-07-13,520.2468382999862
02683,onroad,2015-07-14,517.5645635484256
02683,onroad,2015-07-15,524.0321409877695
02683,onroad,2015-07-16,545.2404624251765
02683,onroad,2015-07-17,573.4025836330527
02683,onroad,2015-07-18,486.7164450379333
02683,onroad,2015-07-19,446.2745403008453
02683,onroad,2015-07-20,521.527530780181
02683,onroad,2015-07-21,524.5486488605935
02683,onroad,2015-07-22,533.9291211721971
02683,onroad,2015-07-23,546.3396202230696
02683,onroad,2015-07-24,572.2352364772119
02683,onroad,2015-07-25,487.7853458787608
02683,onroad,2015-07-26,446.40991458666946
02683,onroad,2015-07-27,517.8262277896629
02683,onroad,2015-07-28,526.4012145798739
02683,onroad,2015-07-29,536.0445850404933
02683,onroad,2015-07-30,549.9977837421055
02683,onroad,2015-07-31,558.4149886686675
02683,onroad,2015-08-01,470.89901795040976
02683,onroad,2015-08-02,435.83618508451934
02683,onroad,2015-08-03,507.5099604422608
02683,onroad,2015-08-04,515.4805224566273
02683,onroad,2015-08-05,517.6607262027939
02683,onroad,2015-08-06,530.4323386373696
02683,onroad,2015-08-07,557.2108784149113
02683,onroad,2015-08-08,476.5236943874914
02683,onroad,2015-08-09,435.0931073623873
02683,onroad,2015-08-10,509.8639874805802
02683,onroad,2015-08-11,512.8077107258458
02683,onroad,2015-08-12,516.698164342615
02683,onroad,2015-08-13,527.8104361036056
02683,onroad,2015-08-14,557.0129789993229
02683,onroad,2015-08-15,473.8500550449168
02683,onroad,2015-08-16,428.4996058377719
02683,onroad,2015-08-17,502.12106700199035
02683,onroad,2015-08-18,510.8075733520302
02683,onroad,2015-08-19,508.47495026860025
02683,onroad,2015-08-20,523.0062116429614
02683,onroad,2015-08-21,553.4481261289876
02683,onroad,2015-08-22,469.82847990415513
02683,onroad,2015-08-23,421.2582342541082
02683,onroad,2015-08-24,498.36879058769836
02683,onroad,2015-08-25,506.59784779655496
02683,onroad,2015-08-26,513.4640087102217
02683,onroad,2015-08-27,524.2492604969686
02683,onroad,2015-08-28,557.3133124763632
02683,onroad,2015-08-29,462.39084098915833
02683,onroad,2015-08-30,415.2101496777029
02683,onroad,2015-08-31,410.0132962896873
02683,onroad,2015-09-01,512.3861327587264
02683,onroad,2015-09-02,504.32604251671233
02683,onroad,2015-09-03,515.063291683193
02683,onroad,2015-09-04,542.6528159749865
02683,onroad,2015-09-05,444.9748103134701
02683,onroad,2015-09-06,388.5981447046612
02683,onroad,2015-09-07,475.7490757163613
02683,onroad,2015-09-08,484.6089734800132
02683,onroad,2015-09-09,489.84108498415696
02683,onroad,2015-09-10,500.69337028733236
02683,onroad,2015-09-11,530.734331471432
02683,onroad,2015-09-12,449.9671959753397
02683,onroad,2015-09-13,398.7031301641905
02683,onroad,2015-09-14,478.6316018569134
02683,onroad,2015-09-15,483.80125549778336
02683,onroad,2015-09-16,490.44766633129166
02683,onroad,2015-09-17,499.6184810197623
02683,onroad,2015-09-18,529.692652150292
02683,onroad,2015-09-19,440.3646240993
02683,onroad,2015-09-20,379.6062370698522
02683,onroad,2015-09-21,475.97385478985046
02683,onroad,2015-09-22,481.72002572843115
02683,onroad,2015-09-23,488.8196580406729
02683,onroad,2015-09-24,496.55762013011724
02683,onroad,2015-09-25,528.0475021174974
02683,onroad,2015-09-26,431.4887236095905
02683,onroad,2015-09-27,374.73699653537363
02683,onroad,2015-09-28,453.61028841372564
02683,onroad,2015-09-29,470.14983085594565
02683,onroad,2015-09-30,469.4409276944361
02683,onroad,2015-10-01,481.58088276557885
02683,onroad,2015-10-02,519.1180991147857
02683,onroad,2015-10-03,435.7866192783682
02683,onroad,2015-10-04,388.4519473957777
02683,onroad,2015-10-05,463.4428408914116
02683,onroad,2015-10-06,473.6259113543539
02683,onroad,2015-10-07,479.1193293629042
02683,onroad,2015-10-08,490.421337005883
02683,onroad,2015-10-09,525.8032292446278
02683,onroad,2015-10-10,447.44487013819366
02683,onroad,2015-10-11,388.18635347325386
02683,onroad,2015-10-12,470.1427421165105
02683,onroad,2015-10-13,480.33685921322115
02683,onroad,2015-10-14,485.4846532015677
02683,onroad,2015-10-15,495.1491735922152
02683,onroad,2015-10-16,525.1726876045883
02683,onroad,2015-10-17,444.97957042296997
02683,onroad,2015-10-18,389.24041781653625
02683,onroad,2015-10-19,467.0280194603589
02683,onroad,2015-10-20,476.47165924502036
02683,onroad,2015-10-21,482.3402472963479
